# 継手寸法マスタ: series,kind,size,A(中心〜端面mm),socketDepth(受口深さmm),socketOD(受口外径mm),partNumber(型番・任意)
# kind: elbow90 elbow45 tee cap reducer socket / series: DV TS HI HT SGP
# partNumber(7列目)はメーカー図番。DV=2151系/HI=6011系(ユーザー提供図面より)。TS/HT/SGPは会社標準を記入する
# DV・TS・HIはメーカー製品図面の実寸(2026-08)、HT・SGPは規格の概略参考値。会社標準へ差し替え可
# 2026-08 M7: HTのelbow90/45/teeのA寸法が受口深さより小さく幾何として成立していなかったため
#          同寸法系列のTSのA寸法に差し替えた(受口深さ・受口外径はHTの値のまま)
# ---- DV(排水用塩ビ継手) メーカー製品図面の実寸(2026-08) ----
# elbow90=DL 90°エルボ, elbow45=45L, tee=DT 90°Y(主管片側), cap, socket=DS(全長/2), elbow90LL=LL大曲(A), teeLT=LT大曲Y(A=下流/枝, 上流はA2列)
DV,elbow90,30,40,18,44,2151 DL-30
DV,elbow45,30,30,18,44,2153 45L-30
DV,tee,30,40,18,44,2154 DT-30
DV,cap,30,26,18,44,
DV,socket,30,19.5,18,44,2158 DS-30
DV,elbow90,40,49,22,54,2151 DL-40
DV,elbow45,40,36,22,54,2153 45L-40
DV,tee,40,49,22,54,2154 DT-40
DV,cap,40,30,22,54,
DV,socket,40,23.5,22,54,2158 DS-40
DV,elbow90LL,40,74,22,54,2152 LL-40
DV,teeLT,40,74,22,54,2155 LT-40
DV,y45,40,84,22,54,2157 Y-40
DV,elbow90,50,58,25,67,2151 DL-50
DV,elbow45,50,43,25,67,2153 45L-50
DV,tee,50,59,25,67,2154 DT-50
DV,cap,50,33,25,67,
DV,socket,50,26.5,25,67,2158 DS-50
DV,elbow90LL,50,91,25,67,2152 LL-50
DV,teeLT,50,91,25,67,2155 LT-50
DV,y45,50,103,25,67,2157 Y-50
DV,elbow90,65,77,35,83,2151 DL-65
DV,elbow45,65,57,35,83,2153 45L-65
DV,tee,65,78,35,83,2154 DT-65
DV,cap,65,43,35,83,
DV,socket,65,36.5,35,83,2158 DS-65
DV,elbow90LL,65,125,35,83,2152 LL-65
DV,teeLT,65,125,35,83,2155 LT-65
DV,y45,65,133,35,83,2157 Y-65
DV,elbow90,75,88,40,97,2151 DL-75
DV,elbow45,75,65,40,97,2153 45L-75
DV,tee,75,89,40,97,2154 DT-75
DV,cap,75,48,40,97,
DV,socket,75,42,40,97,2158 DS-75
DV,elbow90LL,75,140,40,97,2152 LL-75
DV,teeLT,75,140,40,97,2155 LT-75
DV,y45,75,155,40,97,2157 Y-75
DV,elbow90,100,112,50,124,2151 DL-100
DV,elbow45,100,80,50,124,2153 45L-100
DV,tee,100,113,50,124,2154 DT-100
DV,cap,100,58,50,124,
DV,socket,100,52,50,124,2158 DS-100
DV,elbow90LL,100,178,50,124,2152 LL-100
DV,teeLT,100,178,50,124,2155 LT-100
DV,y45,100,194,50,124,2157 Y-100
DV,elbow90,125,140,65,151,2151 DL-125
DV,elbow45,125,103,65,151,2153 45L-125
DV,tee,125,141,65,151,2154 DT-125
DV,cap,125,73,65,151,
DV,socket,125,67,65,151,2158 DS-125
DV,elbow90LL,125,205,65,151,2152 LL-125
DV,teeLT,125,205,65,151,2155 LT-125
DV,y45,125,240,65,151,2157 Y-125
DV,elbow90,150,168,80,178,2151 DL-150
DV,elbow45,150,124,80,178,2153 45L-150
DV,tee,150,170,80,178,2154 DT-150
DV,cap,150,88,80,178,
DV,socket,150,82,80,178,2158 DS-150
DV,elbow90LL,150,250,80,178,2152 LL-150
DV,teeLT,150,250,80,178,2155 LT-150
DV,y45,150,290,80,178,2157 Y-150
DV,elbow90,200,165,85,242,2151 DL-200
DV,elbow45,200,88,85,242,2153 45L-200
DV,tee,200,165,85,242,2154 DT-200
DV,cap,200,93,85,242,
DV,socket,200,89,85,242,2158 DS-200
DV,reducer,200,170,85,242,2159 IN-200
# ---- TS/HI(給水用塩ビ継手) メーカー製品図面(HI-TS)の実寸。TSはHIと同寸 ----
TS,elbow90,13,36,26,24,
TS,elbow45,13,33,26,24,
TS,tee,13,36,26,24,
TS,cap,13,29,26,24,
TS,socket,13,28.5,26,24,
TS,elbow90,16,43,30,29,
TS,elbow45,16,37,30,29,
TS,tee,16,43,30,29,
TS,cap,16,33.5,30,29,
TS,socket,16,33.5,30,29,
TS,elbow90,20,50,35,33,
TS,elbow45,20,44,35,33,
TS,tee,20,50,35,33,
TS,cap,20,38.5,35,33,
TS,socket,20,38.5,35,33,
TS,elbow90,25,58,40,40,
TS,elbow45,25,51,40,40,
TS,tee,25,58,40,40,
TS,cap,25,44,40,40,
TS,socket,25,43.5,40,40,
TS,elbow90,30,65,44,46,
TS,elbow45,30,56,44,46,
TS,tee,30,65,44,46,
TS,cap,30,48,44,46,
TS,socket,30,47.5,44,46,
TS,elbow90,40,82,55,57,
TS,elbow45,40,69,55,57,
TS,tee,40,82,55,57,
TS,cap,40,59.5,55,57,
TS,socket,40,58.5,55,57,
TS,elbow90,50,96,63,70,
TS,elbow45,50,80,63,70,
TS,tee,50,96,63,70,
TS,cap,50,68,63,70,
TS,socket,50,66.5,63,70,
TS,elbow90,65,110,61,87,
TS,elbow45,65,91,61,87,
TS,tee,65,110,61,87,
TS,cap,65,85,61,87,
TS,socket,65,72.5,61,87,
TS,elbow90,75,120,64,102,
TS,elbow45,75,97,64,102,
TS,tee,75,120,64,102,
TS,cap,75,105,64,102,
TS,socket,75,77.5,64,102,
TS,elbow90,100,153,84,130,
TS,elbow45,100,122,84,130,
TS,tee,100,152,84,130,
TS,cap,100,138,84,130,
TS,socket,100,100,84,130,
TS,elbow90,125,192,104,157,
TS,elbow45,125,150,104,157,
TS,tee,125,190,104,157,
TS,cap,125,170,104,157,
TS,socket,125,115,104,157,
TS,elbow90,150,230,132,186,
TS,elbow45,150,180,132,186,
TS,tee,150,230,132,186,
TS,cap,150,205,132,186,
TS,socket,150,150,132,186,
HI,elbow90,13,36,26,24,6012 L-13
HI,elbow45,13,33,26,24,601245L-13
HI,tee,13,36,26,24,6013 T-13
HI,cap,13,29,26,24,6042 C-13
HI,socket,13,28.5,26,24,6011 S-13
HI,elbow90,16,43,30,29,6012 L-16
HI,elbow45,16,37,30,29,601245L-16
HI,tee,16,43,30,29,6013 T-16
HI,cap,16,33.5,30,29,6042 C-16
HI,socket,16,33.5,30,29,6011 S-16
HI,elbow90,20,50,35,33,6012 L-20
HI,elbow45,20,44,35,33,601245L-20
HI,tee,20,50,35,33,6013 T-20
HI,cap,20,38.5,35,33,6042 C-20
HI,socket,20,38.5,35,33,6011 S-20
HI,elbow90,25,58,40,40,6012 L-25
HI,elbow45,25,51,40,40,601245L-25
HI,tee,25,58,40,40,6013 T-25
HI,cap,25,44,40,40,6042 C-25
HI,socket,25,43.5,40,40,6011 S-25
HI,elbow90,30,65,44,46,6012 L-30
HI,elbow45,30,56,44,46,601245L-30
HI,tee,30,65,44,46,6013 T-30
HI,cap,30,48,44,46,6042 C-30
HI,socket,30,47.5,44,46,6011 S-30
HI,elbow90,40,82,55,57,6012 L-40
HI,elbow45,40,69,55,57,601245L-40
HI,tee,40,82,55,57,6013 T-40
HI,cap,40,59.5,55,57,6042 C-40
HI,socket,40,58.5,55,57,6011 S-40
HI,elbow90,50,96,63,70,6012 L-50
HI,elbow45,50,80,63,70,601245L-50
HI,tee,50,96,63,70,6013 T-50
HI,cap,50,68,63,70,6042 C-50
HI,socket,50,66.5,63,70,6011 S-50
HI,elbow90,65,110,61,87,6012 L-65
HI,elbow45,65,91,61,87,601245L-65
HI,tee,65,110,61,87,6013 T-65
HI,cap,65,85,61,87,6042 C-65
HI,socket,65,72.5,61,87,6011 S-65
HI,elbow90,75,120,64,102,6012 L-75
HI,elbow45,75,97,64,102,601245L-75
HI,tee,75,120,64,102,6013 T-75
HI,cap,75,105,64,102,6042 C-75
HI,socket,75,77.5,64,102,6011 S-75
HI,elbow90,100,153,84,130,6012 L-100
HI,elbow45,100,122,84,130,601245L-100
HI,tee,100,152,84,130,6013 T-100
HI,cap,100,138,84,130,6042 C-100
HI,socket,100,100,84,130,6011 S-100
HI,elbow90,125,192,104,157,6012 L-125
HI,elbow45,125,150,104,157,601245L-125
HI,tee,125,190,104,157,6013 T-125
HI,cap,125,170,104,157,6042 C-125
HI,socket,125,115,104,157,6011 S-125
HI,elbow90,150,230,132,186,6012 L-150
HI,elbow45,150,180,132,186,601245L-150
HI,tee,150,230,132,186,6013 T-150
HI,cap,150,205,132,186,6042 C-150
HI,socket,150,150,132,186,6011 S-150
HT,elbow90,13,36,26,26,
HT,elbow45,13,33,26,26,
HT,tee,13,36,26,26,
HT,cap,13,32,26,26,
HT,socket,13,30,26,26,
HT,reducer,13,52,26,26,
HT,elbow90,16,43,30,31,
HT,elbow45,16,37,30,31,
HT,tee,16,43,30,31,
HT,cap,16,36,30,31,
HT,socket,16,34,30,31,
HT,reducer,16,60,30,31,
HT,elbow90,20,50,35,36,
HT,elbow45,20,44,35,36,
HT,tee,20,50,35,36,
HT,cap,20,41,35,36,
HT,socket,20,39,35,36,
HT,reducer,20,70,35,36,
HT,elbow90,25,58,40,44,
HT,elbow45,25,51,40,44,
HT,tee,25,58,40,44,
HT,cap,25,46,40,44,
HT,socket,25,44,40,44,
HT,reducer,25,80,40,44,
HT,elbow90,30,65,44,51,
HT,elbow45,30,56,44,51,
HT,tee,30,65,44,51,
HT,cap,30,50,44,51,
HT,socket,30,48,44,51,
HT,reducer,30,88,44,51,
HT,elbow90,40,82,55,64,
HT,elbow45,40,69,55,64,
HT,tee,40,82,55,64,
HT,cap,40,61,55,64,
HT,socket,40,59,55,64,
HT,reducer,40,110,55,64,
HT,elbow90,50,96,63,78,
HT,elbow45,50,80,63,78,
HT,tee,50,96,63,78,
HT,cap,50,69,63,78,
HT,socket,50,67,63,78,
HT,reducer,50,126,63,78,
HT,elbow90,65,110,76,98,
HT,elbow45,65,91,76,98,
HT,tee,65,110,76,98,
HT,cap,65,82,76,98,
HT,socket,65,80,76,98,
HT,reducer,65,152,76,98,
HT,elbow90,75,120,86,113,
HT,elbow45,75,97,86,113,
HT,tee,75,120,86,113,
HT,cap,75,92,86,113,
HT,socket,75,90,86,113,
HT,reducer,75,172,86,113,
HT,elbow90,100,153,112,142,
HT,elbow45,100,122,112,142,
HT,tee,100,152,112,142,
HT,cap,100,118,112,142,
HT,socket,100,116,112,142,
HT,reducer,100,224,112,142,
SGP,elbow90,15,27,13,30,
SGP,elbow45,15,19,13,30,
SGP,tee,15,27,13,30,
SGP,cap,15,21,13,30,
SGP,socket,15,19,13,30,
SGP,reducer,15,26,13,30,
SGP,elbow90,20,32,15,37,
SGP,elbow45,20,22,15,37,
SGP,tee,20,32,15,37,
SGP,cap,20,23,15,37,
SGP,socket,20,21,15,37,
SGP,reducer,20,30,15,37,
SGP,elbow90,25,38,17,45,
SGP,elbow45,25,25,17,45,
SGP,tee,25,38,17,45,
SGP,cap,25,25,17,45,
SGP,socket,25,23,17,45,
SGP,reducer,25,34,17,45,
SGP,elbow90,32,46,19,55,
SGP,elbow45,32,30,19,55,
SGP,tee,32,46,19,55,
SGP,cap,32,27,19,55,
SGP,socket,32,25,19,55,
SGP,reducer,32,38,19,55,
SGP,elbow90,40,48,20,62,
SGP,elbow45,40,32,20,62,
SGP,tee,40,48,20,62,
SGP,cap,40,28,20,62,
SGP,socket,40,26,20,62,
SGP,reducer,40,40,20,62,
SGP,elbow90,50,57,22,76,
SGP,elbow45,50,37,22,76,
SGP,tee,50,57,22,76,
SGP,cap,50,30,22,76,
SGP,socket,50,28,22,76,
SGP,reducer,50,44,22,76,
SGP,elbow90,65,69,25,92,
SGP,elbow45,65,44,25,92,
SGP,tee,65,69,25,92,
SGP,cap,65,33,25,92,
SGP,socket,65,31,25,92,
SGP,reducer,65,50,25,92,
SGP,elbow90,80,78,27,106,
SGP,elbow45,80,49,27,106,
SGP,tee,80,78,27,106,
SGP,cap,80,35,27,106,
SGP,socket,80,33,27,106,
SGP,reducer,80,54,27,106,
SGP,elbow90,100,97,32,134,
SGP,elbow45,100,60,32,134,
SGP,tee,100,97,32,134,
SGP,cap,100,40,32,134,
SGP,socket,100,38,32,134,
SGP,reducer,100,64,32,134,
SGP,elbow90,125,115,35,162,
SGP,elbow45,125,72,35,162,
SGP,tee,125,115,35,162,
SGP,cap,125,43,35,162,
SGP,socket,125,41,35,162,
SGP,reducer,125,70,35,162,
SGP,elbow90,150,132,38,190,
SGP,elbow45,150,82,38,190,
SGP,tee,150,132,38,190,
SGP,cap,150,46,38,190,
SGP,socket,150,44,38,190,
SGP,reducer,150,76,38,190,
